age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
18,F,2,Factory Worker,10500,Delivery Rider,12000,90,84.4,75.0,81.0,92.0,82.0,77.0,76.0,82.0,94.2,96.0,93.0,80.0,16-20 hours,Always,0,50-70%,Not at all,Good,Sometimes,Moderately motivated,Slightly engaged,Rarely,Very effective,1
20,M,4,Housewife,0,Janitor,8000,88,83.2,87.0,76.0,82.0,83.0,76.0,87.0,77.0,94.5,90.0,86.0,77.0,5-10 hours,Always,1,71-90%,Very actively,Good,Always,Extremely motivated,Slightly engaged,Sometimes,Not effective,1
19,F,0,Housewife,0,Office Staff,16000,97,84.3,74.0,90.0,77.0,93.0,80.0,99.0,98.0,87.2,76.0,75.0,78.0,11-15 hours,Sometimes,0,More than 90%,Slightly,Good,Always,Moderately motivated,Extremely engaged,Often,Extremely effective,1
21,M,1,HR,20000,Waiter,11000,86,81.3,71.0,88.0,82.0,81.0,76.0,76.0,98.0,85.5,76.0,86.0,75.0,Less than 5 hours,Often,0,71-90%,Slightly,Excellent,Always,Not motivated,Very engaged,Sometimes,Very effective,1
20,F,2,Waitress,9500,Retail Salesperson,15000,84,85.4,83.0,84.0,80.0,82.0,77.0,99.0,77.0,98.7,93.0,90.0,76.0,5-10 hours,Sometimes,0,More than 90%,Very actively,Good,Always,Very motivated,Extremely engaged,Often,Very effective,1
19,M,5,Government Official,17000,Government Official,19000,82,85.4,80.0,84.0,78.0,83.0,95.0,76.0,77.0,85.4,93.0,92.0,96.0,5-10 hours,Sometimes,1,Less than 50%,Very actively,Fair,Rarely,Very motivated,Very engaged,Often,Extremely effective,1
20,F,0,Tailor,9000,Street Vendor,7000,81,82.0,77.0,93.0,71.0,86.0,73.0,82.0,87.0,94.1,85.0,77.0,77.0,11-15 hours,Often,0,50-70%,Not at all,Fair,Always,Very motivated,Moderately engaged,Never,Very effective,1
18,M,1,Street Vendor,11500,Construction Worker,14000,78,81.8,84.0,83.0,80.0,94.0,80.0,80.0,82.0,96.7,75.0,70.0,75.0,5-10 hours,Often,1,Less than 50%,Very actively,Good,Sometimes,Extremely motivated,Very engaged,Often,Moderately effective,1
19,M,2,Housewife,0,Mechanic,16000,89,79.2,76.0,73.0,78.0,76.0,83.0,78.0,80.0,90.9,75.0,84.0,77.0,11-15 hours,Rarely,0,Less than 50%,Very actively,Excellent,Always,Very motivated,Very engaged,Rarely,Very effective,1
20,F,4,Sales Assistant,13500,Electrician,13000,94,82.0,72.0,74.0,85.0,80.0,73.0,77.0,95.0,93.2,80.0,75.0,98.0,11-15 hours,Sometimes,1,50-70%,Slightly,Good,Always,Very motivated,Very engaged,Rarely,Extremely effective,1
21,M,0,Teacher,17500,Security Guard,14000,95,83.8,78.0,92.0,81.0,80.0,71.0,99.0,82.0,89.6,76.0,95.0,78.0,5-10 hours,Always,0,Less than 50%,Slightly,Good,Always,Very motivated,Very engaged,Often,Very effective,1
19,M,1,Housewife,0,Jeepney Driver,13000,93,79.9,73.0,87.0,89.0,64.0,87.0,77.0,77.0,97.5,76.0,75.0,76.0,Less than 5 hours,Often,1,Less than 50%,Very actively,Fair,Sometimes,Not motivated,Slightly engaged,Sometimes,Extremely effective,1
18,M,3,Yaya,10000,Tricycle Driver,9000,76,88.6,86.0,96.0,87.0,86.0,79.0,99.0,82.0,86.8,89.0,93.0,91.0,16-20 hours,Always,0,71-90%,Moderately,Good,Sometimes,Very motivated,Slightly engaged,Often,Very effective,1
20,F,1,Housewife,0,Househusband,0,90,80.9,88.0,72.0,80.0,78.0,73.0,81.0,79.0,92.0,75.0,95.0,77.0,5-10 hours,Rarely,0,More than 90%,Very actively,Fair,Often,Very motivated,Very engaged,Often,Not effective,1
19,M,0,Cashier,12500,PUV Driver,12000,88,86.9,73.0,85.0,84.0,89.0,86.0,99.0,95.0,88.3,90.0,82.0,85.0,Less than 5 hours,Sometimes,0,50-70%,Very actively,Excellent,Always,Extremely motivated,Extremely engaged,Often,Extremely effective,1
22,F,1,Delivery Rider,12000,Factory Driver,13000,97,83.7,85.0,79.0,85.0,72.0,80.0,81.0,80.0,95.2,90.0,80.0,94.0,5-10 hours,Often,1,More than 90%,Moderately,Excellent,Often,Very motivated,Moderately engaged,Often,Very effective,1
18,M,2,Housewife,0,Factory Worker,12000,86,84.7,85.0,80.0,89.0,78.0,76.0,97.0,77.0,88.6,89.0,95.0,77.0,5-10 hours,Sometimes,0,71-90%,Slightly,Good,Often,Extremely motivated,Moderately engaged,Often,Not effective,1
20,M,4,Security Guard,13000,Sales Associate,14000,84,86.6,79.0,83.0,86.0,99.0,83.0,96.0,91.0,91.9,77.0,82.0,85.0,Less than 5 hours,Rarely,0,Less than 50%,Moderately,Poor,Always,Extremely motivated,Very engaged,Sometimes,Moderately effective,1
21,F,0,Laundry Personnel,9000,Customer Service Representative,21000,82,84.4,70.0,79.0,88.0,78.0,85.0,76.0,98.0,93.8,84.0,87.0,90.0,Less than 5 hours,Sometimes,1,More than 90%,Moderately,Excellent,Always,Very motivated,Very engaged,Often,Very effective,1
19,F,1,Factory Worker,11500,Plumber,14000,81,84.3,88.0,96.0,86.0,76.0,86.0,84.0,80.0,85.1,87.0,79.0,80.0,Less than 5 hours,Rarely,0,Less than 50%,Not at all,Poor,Always,Extremely motivated,Very engaged,Sometimes,Not effective,1
18,M,2,Housewife,0,Warehouse Staff,12000,78,86.7,87.0,89.0,80.0,81.0,80.0,99.0,95.0,90.1,80.0,97.0,76.0,5-10 hours,Always,1,71-90%,Very actively,Fair,Always,Very motivated,Slightly engaged,Often,Moderately effective,1
20,F,1,Housewife,0,Call Center Agent,20000,89,82.4,75.0,76.0,80.0,88.0,89.0,77.0,81.0,89.0,75.0,80.0,96.0,Less than 5 hours,Sometimes,0,71-90%,Moderately,Good,Always,Very motivated,Moderately engaged,Often,Not effective,1
19,M,5,Government Official,20000,Maintenance Worker,13000,94,84.8,83.0,77.0,85.0,83.0,88.0,84.0,91.0,92.3,96.0,77.0,77.0,Less than 5 hours,Always,1,50-70%,Not at all,Fair,Always,Extremely motivated,Very engaged,Sometimes,Not effective,1
21,F,0,Teacher,22000,Delivery Rider,13000,95,83.2,80.0,83.0,84.0,83.0,82.0,83.0,77.0,86.2,87.0,95.0,75.0,16-20 hours,Often,0,Less than 50%,Slightly,Poor,Always,Very motivated,Extremely engaged,Often,Not effective,1
20,F,1,Housewife,0,Janitor,9000,93,82.4,90.0,83.0,77.0,76.0,85.0,82.0,80.0,87.3,76.0,76.0,94.0,11-15 hours,Often,0,Less than 50%,Not at all,Good,Sometimes,Very motivated,Slightly engaged,Often,Very effective,1
18,M,2,Waitress,10000,Office Staff,15000,76,83.1,71.0,79.0,80.0,82.0,96.0,80.0,78.0,98.5,77.0,90.0,83.0,Less than 5 hours,Rarely,1,71-90%,Extremely actively,Fair,Always,Very motivated,Slightly engaged,Sometimes,Extremely effective,1
19,F,4,Housewife,0,Waiter,10000,90,87.0,85.0,95.0,90.0,88.0,92.0,76.0,82.0,95.8,96.0,77.0,80.0,5-10 hours,Sometimes,1,More than 90%,Extremely actively,Poor,Sometimes,Extremely motivated,Slightly engaged,Rarely,Very effective,1
20,F,0,Sales Clerk,11500,Retail Salesperson,14000,88,84.5,78.0,76.0,91.0,94.0,81.0,96.0,80.0,87.9,88.0,78.0,80.0,16-20 hours,Never,0,More than 90%,Extremely actively,Excellent,Always,Very motivated,Slightly engaged,Sometimes,Very effective,1
18,M,1,HR,18500,Graphic Designer,21000,97,84.2,91.0,89.0,70.0,76.0,80.0,85.0,77.0,97.9,76.0,97.0,87.0,5-10 hours,Sometimes,0,Less than 50%,Not at all,Good,Always,Not motivated,Very engaged,Never,Very effective,1
19,M,3,Housewife,0,Government Official,17000,86,81.9,90.0,74.0,77.0,74.0,77.0,86.0,82.0,91.4,96.0,77.0,77.0,5-10 hours,Rarely,1,71-90%,Not at all,Excellent,Always,Extremely motivated,Moderately engaged,Often,Extremely effective,1
20,F,1,Tailor,9500,Street Vendor,9000,84,85.2,79.0,93.0,87.0,87.0,79.0,96.0,77.0,84.6,98.0,77.0,80.0,16-20 hours,Sometimes,0,Less than 50%,Very actively,Fair,Rarely,Extremely motivated,Moderately engaged,Rarely,Moderately effective,1
21,M,0,Yaya,9000,Construction Worker,15000,82,83.3,75.0,90.0,78.0,87.0,79.0,76.0,82.0,96.4,85.0,93.0,75.0,11-15 hours,Always,0,Less than 50%,Extremely actively,Good,Always,Very motivated,Very engaged,Often,Moderately effective,1
19,F,1,Housewife,0,Mechanic,14000,81,84.1,79.0,79.0,91.0,84.0,79.0,81.0,82.0,85.6,76.0,93.0,96.0,5-10 hours,Often,1,Less than 50%,Very actively,Good,Always,Very motivated,Very engaged,Never,Very effective,1
18,M,2,Delivery Rider,11000,Electrician,13000,78,81.9,76.0,78.0,74.0,87.0,82.0,93.0,82.0,89.5,85.0,76.0,78.0,5-10 hours,Sometimes,0,71-90%,Slightly,Poor,Sometimes,Extremely motivated,Very engaged,Sometimes,Moderately effective,1
20,M,4,Housewife,0,Security Guard,16000,89,80.4,80.0,81.0,78.0,78.0,80.0,76.0,91.0,86.9,76.0,76.0,82.0,16-20 hours,Often,1,Less than 50%,Not at all,Excellent,Always,Very motivated,Moderately engaged,Never,Very effective,1
19,F,0,Factory Worker,9000,Jeepney Driver,14000,94,83.3,81.0,93.0,84.0,84.0,71.0,92.0,77.0,90.7,77.0,76.0,91.0,5-10 hours,Always,1,71-90%,Slightly,Poor,Often,Extremely motivated,Very engaged,Often,Very effective,1
22,F,1,Cashier,13000,Tricycle Driver,8000,95,81.1,81.0,74.0,80.0,82.0,78.0,90.0,77.0,88.1,88.0,77.0,77.0,5-10 hours,Often,0,71-90%,Not at all,Fair,Always,Extremely motivated,Very engaged,Sometimes,Very effective,1
18,M,2,Housewife,0,Househusband,0,93,82.3,90.0,73.0,77.0,82.0,71.0,80.0,80.0,94.9,75.0,84.0,98.0,Less than 5 hours,Never,1,Less than 50%,Very actively,Excellent,Always,Very motivated,Extremely engaged,Often,Very effective,1
20,F,1,Teacher,24000,PUV Driver,13000,76,84.3,96.0,76.0,80.0,79.0,83.0,76.0,82.0,91.0,87.0,95.0,82.0,5-10 hours,Often,0,71-90%,Slightly,Poor,Sometimes,Not motivated,Very engaged,Rarely,Very effective,1
21,M,5,Housewife,0,Factory Driver,12000,90,82.7,80.0,84.0,87.0,79.0,63.0,76.0,80.0,94.3,98.0,77.0,91.0,5-10 hours,Sometimes,1,Less than 50%,Extremely actively,Good,Always,Very motivated,Very engaged,Often,Moderately effective,1
19,F,0,Sales Assistant,12500,Factory Worker,13000,88,83.6,74.0,95.0,93.0,76.0,86.0,76.0,91.0,93.0,76.0,78.0,82.0,5-10 hours,Sometimes,0,71-90%,Not at all,Poor,Sometimes,Not motivated,Very engaged,Sometimes,Not effective,1
18,M,1,Housewife,0,Sales Associate,15000,97,82.7,77.0,84.0,77.0,76.0,83.0,81.0,80.0,88.4,78.0,95.0,90.0,5-10 hours,Rarely,0,More than 90%,Slightly,Excellent,Often,Very motivated,Very engaged,Rarely,Moderately effective,1
20,F,2,Waitress,9500,Customer Service Representative,20000,86,83.4,72.0,88.0,96.0,76.0,77.0,87.0,92.0,86.3,77.0,86.0,80.0,5-10 hours,Often,1,50-70%,Extremely actively,Poor,Sometimes,Extremely motivated,Extremely engaged,Often,Extremely effective,1
19,M,4,Housewife,0,Plumber,15000,84,84.6,83.0,80.0,77.0,77.0,84.0,97.0,72.0,97.6,85.0,89.0,89.0,5-10 hours,Always,0,More than 90%,Very actively,Poor,Sometimes,Very motivated,Extremely engaged,Never,Very effective,1
21,F,0,Security Guard,13500,Warehouse Staff,11000,82,81.0,77.0,84.0,77.0,79.0,72.0,83.0,92.0,92.5,75.0,82.0,78.0,Less than 5 hours,Often,0,50-70%,Very actively,Fair,Rarely,Very motivated,Extremely engaged,Never,Very effective,1
20,M,1,Housewife,0,Call Center Agent,21000,81,86.6,89.0,86.0,90.0,83.0,96.0,92.0,80.0,90.6,82.0,82.0,82.0,5-10 hours,Sometimes,0,More than 90%,Slightly,Fair,Always,Not motivated,Slightly engaged,Never,Extremely effective,1
18,M,3,Laundry Personnel,8500,Maintenance Worker,12000,78,81.1,82.0,81.0,87.0,77.0,76.0,87.0,80.0,89.9,85.0,77.0,70.0,Less than 5 hours,Often,1,Less than 50%,Not at all,Good,Often,Very motivated,Extremely engaged,Often,Very effective,1
19,F,1,Housewife,0,Delivery Rider,14000,89,80.7,71.0,76.0,87.0,89.0,76.0,76.0,77.0,86.5,75.0,78.0,96.0,More than 20 hours,Often,1,71-90%,Very actively,Poor,Always,Very motivated,Extremely engaged,Often,Extremely effective,1
20,F,0,Street Vendor,10000,Janitor,7000,94,82.3,88.0,78.0,83.0,73.0,83.0,76.0,93.0,91.1,87.0,75.0,78.0,Less than 5 hours,Always,0,71-90%,Very actively,Poor,Often,Very motivated,Slightly engaged,Often,Very effective,1
18,M,1,Housewife,0,Office Staff,16000,95,85.5,76.0,86.0,85.0,90.0,81.0,89.0,81.0,84.2,90.0,82.0,96.0,5-10 hours,Sometimes,0,Less than 50%,Slightly,Excellent,Sometimes,Very motivated,Very engaged,Often,Moderately effective,1
19,F,2,Government Official,21000,Waiter,9000,93,80.9,73.0,80.0,85.0,62.0,80.0,76.0,80.0,95.7,76.0,92.0,90.0,5-10 hours,Sometimes,1,71-90%,Very actively,Good,Often,Very motivated,Moderately engaged,Often,Very effective,1
20,M,4,Housewife,0,Retail Salesperson,15000,76,81.1,82.0,76.0,82.0,73.0,87.0,77.0,78.0,88.2,91.0,83.0,75.0,11-15 hours,Often,0,Less than 50%,Slightly,Good,Often,Very motivated,Slightly engaged,Often,Very effective,1
21,M,0,Delivery Rider,13000,Graphic Designer,22000,90,86.8,92.0,91.0,78.0,79.0,91.0,90.0,77.0,90.4,94.0,95.0,77.0,11-15 hours,Sometimes,0,More than 90%,Very actively,Fair,Always,Extremely motivated,Moderately engaged,Rarely,Extremely effective,1
19,F,1,HR,19000,Government Official,18000,88,81.3,78.0,85.0,76.0,94.0,77.0,77.0,77.0,98.2,75.0,75.0,82.0,Less than 5 hours,Often,0,71-90%,Not at all,Good,Often,Very motivated,Moderately engaged,Often,Moderately effective,1
18,M,2,Housewife,0,Street Vendor,8000,97,79.1,76.0,78.0,74.0,76.0,78.0,80.0,77.0,95.1,85.0,76.0,75.0,16-20 hours,Often,1,50-70%,Not at all,Poor,Always,Very motivated,Slightly engaged,Rarely,Extremely effective,1
20,F,1,Housewife,0,Construction Worker,12000,86,82.3,76.0,94.0,83.0,80.0,75.0,82.0,77.0,97.8,85.0,76.0,80.0,5-10 hours,Never,1,50-70%,Not at all,Good,Often,Extremely motivated,Moderately engaged,Rarely,Moderately effective,1
19,M,5,Yaya,7500,Mechanic,16000,84,82.9,96.0,80.0,82.0,90.0,78.0,76.0,80.0,85.8,80.0,88.0,76.0,16-20 hours,Often,0,71-90%,Very actively,Excellent,Always,Extremely motivated,Very engaged,Often,Very effective,1
22,F,0,Sales Assistant,14500,Electrician,14000,82,82.3,87.0,85.0,90.0,86.0,79.0,83.0,77.0,86.0,75.0,80.0,77.0,16-20 hours,Often,0,71-90%,Moderately,Excellent,Sometimes,Extremely motivated,Extremely engaged,Often,Extremely effective,1
18,M,1,Housewife,0,Security Guard,15000,81,86.2,78.0,82.0,84.0,82.0,94.0,92.0,75.0,93.5,94.0,76.0,98.0,5-10 hours,Sometimes,1,Less than 50%,Slightly,Good,Sometimes,Very motivated,Slightly engaged,Rarely,Very effective,1
20,F,2,Factory Worker,9500,Jeepney Driver,13000,78,81.1,78.0,88.0,80.0,78.0,88.0,87.0,78.0,84.3,78.0,77.0,76.0,16-20 hours,Rarely,1,71-90%,Slightly,Fair,Sometimes,Not motivated,Very engaged,Sometimes,Very effective,1
21,M,4,Housewife,0,Tricycle Driver,9000,89,83.8,78.0,81.0,79.0,96.0,74.0,99.0,77.0,89.8,84.0,88.0,76.0,Less than 5 hours,Always,0,More than 90%,Very actively,Good,Sometimes,Moderately motivated,Very engaged,Rarely,Not effective,1
19,F,0,Cashier,12000,Househusband,0,94,87.8,76.0,87.0,77.0,89.0,88.0,97.0,98.0,93.1,98.0,86.0,77.0,11-15 hours,Often,0,71-90%,Not at all,Poor,Rarely,Very motivated,Very engaged,Often,Very effective,1
18,F,1,Housewife,0,PUV Driver,12000,95,87.1,85.0,92.0,76.0,96.0,78.0,99.0,78.0,98.1,85.0,75.0,96.0,5-10 hours,Never,1,More than 90%,Moderately,Good,Always,Extremely motivated,Very engaged,Never,Very effective,1
20,M,3,Teacher,20500,Factory Driver,13000,93,83.6,78.0,85.0,79.0,77.0,94.0,81.0,82.0,96.0,76.0,92.0,80.0,5-10 hours,Sometimes,0,Less than 50%,Not at all,Good,Rarely,Very motivated,Slightly engaged,Sometimes,Not effective,1
19,M,1,Housewife,0,Factory Worker,11000,76,85.3,79.0,83.0,87.0,79.0,90.0,90.0,82.0,91.3,88.0,79.0,90.0,16-20 hours,Sometimes,1,71-90%,Not at all,Good,Sometimes,Very motivated,Moderately engaged,Sometimes,Not effective,1
21,M,0,Waitress,10500,Sales Associate,14000,90,82.1,79.0,82.0,83.0,84.0,74.0,77.0,77.0,95.4,78.0,87.0,87.0,16-20 hours,Rarely,0,More than 90%,Slightly,Good,Sometimes,Very motivated,Slightly engaged,Sometimes,Extremely effective,1
20,F,1,Housewife,0,Customer Service Representative,18000,88,82.7,82.0,78.0,77.0,65.0,90.0,81.0,82.0,87.2,96.0,90.0,82.0,5-10 hours,Often,1,71-90%,Not at all,Good,Always,Very motivated,Moderately engaged,Often,Very effective,1
18,M,2,Security Guard,14000,Plumber,13000,97,82.7,83.0,85.0,78.0,80.0,85.0,81.0,93.0,86.2,77.0,76.0,85.0,More than 20 hours,Always,0,71-90%,Slightly,Fair,Often,Moderately motivated,Extremely engaged,Often,Very effective,1
19,F,4,Housewife,0,Warehouse Staff,12000,86,83.0,75.0,79.0,85.0,87.0,71.0,92.0,82.0,90.8,82.0,84.0,85.0,5-10 hours,Sometimes,0,71-90%,Very actively,Good,Rarely,Very motivated,Extremely engaged,Never,Moderately effective,1
20,M,0,Laundry Personnel,9000,Call Center Agent,22000,84,81.1,78.0,76.0,84.0,87.0,79.0,85.0,77.0,92.7,80.0,76.0,77.0,5-10 hours,Sometimes,1,71-90%,Moderately,Good,Always,Extremely motivated,Slightly engaged,Rarely,Not effective,1
18,F,1,Housewife,0,Maintenance Worker,13000,82,85.2,84.0,82.0,70.0,76.0,85.0,94.0,88.0,93.9,87.0,95.0,82.0,11-15 hours,Always,0,50-70%,Moderately,Poor,Always,Very motivated,Slightly engaged,Often,Extremely effective,1
19,M,2,Street Vendor,12500,Delivery Rider,12000,81,82.0,77.0,74.0,93.0,76.0,74.0,94.0,77.0,85.0,80.0,76.0,96.0,Less than 5 hours,Often,0,71-90%,Moderately,Good,Often,Very motivated,Moderately engaged,Rarely,Very effective,1
20,F,1,Housewife,0,Janitor,9000,78,85.8,84.0,85.0,79.0,84.0,88.0,99.0,80.0,88.9,76.0,82.0,98.0,16-20 hours,Often,1,50-70%,Moderately,Excellent,Always,Not motivated,Moderately engaged,Sometimes,Very effective,1
21,F,5,Government Official,20000,Office Staff,15000,89,85.0,82.0,95.0,85.0,77.0,74.0,88.0,95.0,97.2,77.0,90.0,75.0,11-15 hours,Sometimes,0,50-70%,Moderately,Good,Often,Extremely motivated,Very engaged,Often,Very effective,1
19,M,0,Housewife,0,Waiter,10000,94,83.6,80.0,93.0,76.0,91.0,86.0,76.0,80.0,92.6,89.0,76.0,80.0,11-15 hours,Never,1,50-70%,Very actively,Excellent,Always,Very motivated,Very engaged,Often,Very effective,1
18,F,1,Delivery Rider,12000,Retail Salesperson,16000,95,81.4,82.0,76.0,90.0,77.0,89.0,76.0,82.0,86.9,82.0,77.0,77.0,Less than 5 hours,Always,0,50-70%,Slightly,Good,Sometimes,Extremely motivated,Moderately engaged,Sometimes,Extremely effective,1
20,M,2,HR,18000,Graphic Designer,19000,93,82.3,80.0,76.0,78.0,84.0,64.0,79.0,98.0,90.4,82.0,87.0,87.0,5-10 hours,Often,0,Less than 50%,Not at all,Poor,Always,Not motivated,Very engaged,Often,Extremely effective,1
19,F,4,Housewife,0,Government Official,17000,76,87.1,85.0,78.0,85.0,72.0,81.0,97.0,98.0,95.6,94.0,76.0,96.0,Less than 5 hours,Sometimes,1,50-70%,Very actively,Poor,Often,Moderately motivated,Moderately engaged,Rarely,Moderately effective,1
22,M,0,Housewife,0,Street Vendor,9000,90,81.9,71.0,77.0,83.0,83.0,83.0,97.0,82.0,88.8,76.0,90.0,70.0,Less than 5 hours,Often,0,Less than 50%,Slightly,Poor,Always,Extremely motivated,Very engaged,Often,Moderately effective,1
18,F,1,Housewife,0,Construction Worker,13000,88,85.2,77.0,76.0,86.0,88.0,76.0,97.0,95.0,86.5,85.0,77.0,94.0,5-10 hours,Sometimes,1,71-90%,Not at all,Excellent,Often,Very motivated,Moderately engaged,Sometimes,Very effective,1
20,M,3,Yaya,8000,Mechanic,14000,97,78.3,70.0,81.0,76.0,73.0,81.0,70.0,91.0,84.8,76.0,76.0,82.0,11-15 hours,Sometimes,1,50-70%,Very actively,Excellent,Always,Not motivated,Extremely engaged,Often,Moderately effective,1
21,M,1,Sales Assistant,14000,Electrician,12000,86,80.7,71.0,79.0,77.0,87.0,81.0,76.0,80.0,95.2,89.0,76.0,76.0,5-10 hours,Often,0,More than 90%,Moderately,Excellent,Always,Extremely motivated,Very engaged,Often,Moderately effective,1
19,F,0,Cashier,12000,Security Guard,14000,84,84.1,70.0,76.0,91.0,74.0,93.0,90.0,80.0,96.7,76.0,87.0,91.0,Less than 5 hours,Rarely,0,50-70%,Slightly,Excellent,Always,Extremely motivated,Slightly engaged,Never,Extremely effective,1
18,M,1,Housewife,0,Jeepney Driver,13000,82,81.0,77.0,77.0,94.0,69.0,80.0,76.0,82.0,87.3,78.0,75.0,96.0,11-15 hours,Sometimes,0,71-90%,Moderately,Good,Often,Moderately motivated,Moderately engaged,Sometimes,Not effective,1
20,M,2,Factory Worker,9500,Tricycle Driver,8000,81,83.5,72.0,88.0,89.0,85.0,81.0,93.0,95.0,91.0,75.0,75.0,75.0,11-15 hours,Sometimes,1,More than 90%,Very actively,Good,Often,Very motivated,Moderately engaged,Rarely,Very effective,1
19,F,4,Government Official,18000,Househusband,0,78,82.5,88.0,78.0,78.0,81.0,89.0,83.0,77.0,94.2,75.0,85.0,79.0,Less than 5 hours,Always,1,More than 90%,Slightly,Good,Always,Very motivated,Extremely engaged,Rarely,Not effective,1
21,M,0,Waitress,9000,PUV Driver,13000,89,82.9,87.0,81.0,80.0,71.0,84.0,94.0,77.0,90.1,85.0,86.0,77.0,11-15 hours,Always,0,71-90%,Not at all,Good,Always,Very motivated,Extremely engaged,Never,Extremely effective,1
20,M,1,Housewife,0,Factory Driver,12000,94,85.7,90.0,88.0,94.0,80.0,74.0,83.0,92.0,89.2,80.0,82.0,90.0,5-10 hours,Never,0,71-90%,Very actively,Excellent,Always,Very motivated,Moderately engaged,Rarely,Very effective,1
18,M,2,Security Guard,15500,Factory Worker,13000,95,83.9,70.0,83.0,93.0,78.0,72.0,97.0,95.0,85.5,84.0,90.0,75.0,5-10 hours,Never,0,71-90%,Not at all,Fair,Always,Moderately motivated,Slightly engaged,Often,Moderately effective,1
19,F,1,Laundry Personnel,7000,Sales Associate,15000,93,81.1,76.0,76.0,79.0,77.0,83.0,88.0,77.0,84.2,89.0,87.0,76.0,5-10 hours,Sometimes,1,71-90%,Slightly,Fair,Always,Extremely motivated,Extremely engaged,Often,Moderately effective,1
20,F,5,Delivery Rider,12500,Customer Service Representative,19000,76,84.6,76.0,88.0,77.0,82.0,83.0,99.0,79.0,91.3,76.0,90.0,89.0,Less than 5 hours,Sometimes,1,Less than 50%,Not at all,Excellent,Sometimes,Very motivated,Moderately engaged,Sometimes,Very effective,1
18,F,0,Tailor,9500,Plumber,14000,90,84.5,96.0,81.0,89.0,82.0,81.0,76.0,77.0,98.9,91.0,76.0,82.0,16-20 hours,Often,0,71-90%,Not at all,Poor,Always,Extremely motivated,Extremely engaged,Sometimes,Very effective,1
19,M,1,Housewife,0,Warehouse Staff,11000,88,74.4,75.0,79.0,74.0,70.0,76.0,74.0,76.0,72.0,70.0,76.0,76.0,5-10 hours,Often,0,More than 90%,Moderately,Excellent,Sometimes,Moderately motivated,Moderately engaged,Never,Very effective,0
20,F,2,HR,20000,Call Center Agent,23000,97,73.8,75.0,74.0,70.0,80.0,80.0,70.0,75.0,71.0,73.0,74.0,70.0,More than 20 hours,Often,1,Less than 50%,Very actively,Poor,Always,Very motivated,Very engaged,Often,Extremely effective,0
21,M,4,Street Vendor,9500,Maintenance Worker,12000,86,74.3,72.0,72.0,77.0,70.0,75.0,71.0,76.0,71.0,83.0,78.0,72.0,5-10 hours,Often,0,50-70%,Very actively,Poor,Always,Very motivated,Very engaged,Often,Not effective,0
19,F,0,Housewife,0,Delivery Rider,13000,84,74.2,75.0,76.0,77.0,70.0,76.0,70.0,74.0,74.0,70.0,79.0,75.0,16-20 hours,Rarely,0,Less than 50%,Slightly,Good,Often,Extremely motivated,Very engaged,Never,Very effective,0
18,M,1,Teacher,19000,Janitor,8000,82,74.4,74.0,75.0,77.0,76.0,71.0,70.0,83.0,70.0,80.0,72.0,70.0,5-10 hours,Often,0,Less than 50%,Slightly,Good,Often,Extremely motivated,Very engaged,Often,Very effective,0
20,F,3,Sales Clerk,10000,Office Staff,15000,81,74.3,72.0,72.0,76.0,70.0,73.0,73.0,75.0,80.0,84.0,70.0,72.0,More than 20 hours,Never,1,Less than 50%,Extremely actively,Fair,Rarely,Very motivated,Very engaged,Never,Very effective,0
